# Title : in-situ platforms catalog
# Description : catalog of available MED in-situ platforms
# Project : Copernicus (generated by Hellenic Centre for Marine Research-GREECE)
# Format version : 1.0
# Date of update : 20200330051707
# platform_code,creation_date,update_date,wmo_platform_code,data_source,institution,institution_edmo_code,parameter,last_latitude_observation,last_longitude_observation,last_date_observation
6203537,2019-05-17T05:24:21Z,2019-05-17T05:24:21Z,6203537,GL_TS_DB_6203537_YYYYMM,Unknown institution, , DEPH TEMP,37.2814,9.8532,2018-08-08T16:00:00Z
6203538,2019-05-17T05:24:21Z,2019-05-17T05:24:21Z,6203538,GL_TS_DB_6203538_YYYYMM,Unknown institution, , DEPH TEMP,39.2424,2.0278,2018-08-29T17:00:00Z
6203538,2019-07-08T10:09:12Z,2019-07-08T10:09:12Z,6203538,MO_TS_DC_6203538_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.2518,2.0258,2018-08-29T15:00:00Z
6203539,2019-05-17T05:25:24Z,2019-05-17T05:25:24Z,6203539,GL_TS_DB_6203539_YYYYMM,Unknown institution, , DEPH TEMP,41.1914,9.2964,2018-10-17T17:00:00Z
6203540,2020-01-31T19:29:05Z,2020-01-31T19:29:05Z,6203540,GL_TS_DB_6203540_YYYYMM,Unknown institution, , DEPH TEMP,41.1776,1.2826,2019-05-31T17:00:00Z
6203541,2019-05-17T05:26:30Z,2019-05-17T05:26:30Z,6203541,GL_TS_DB_6203541_YYYYMM,Unknown institution, , DEPH TEMP,39.2618,3.1604,2018-12-18T11:00:00Z
6203542,2019-05-17T05:27:20Z,2019-05-17T05:27:20Z,6203542,GL_TS_DB_6203542_YYYYMM,Unknown institution, , DEPH TEMP,36.8358,11.1104,2018-08-29T14:00:00Z
6203543,2019-05-17T05:27:19Z,2019-05-17T05:27:19Z,6203543,GL_TS_DB_6203543_YYYYMM,Unknown institution, , DEPH TEMP,35.1182,-2.724,2018-10-31T23:00:00Z
6203544,2020-03-05T15:31:55Z,2020-03-05T15:31:55Z,6203544,GL_TS_DB_6203544_YYYYMMDD,Unknown institution, , DEPH TEMP,37.2692,9.8892,2020-03-05T12:00:00Z
6203545,2019-05-17T05:28:20Z,2019-05-17T05:28:20Z,6203545,GL_TS_DB_6203545_YYYYMM,Unknown institution, , DEPH TEMP,36.8062,3.23,2018-06-22T19:00:00Z
6203546,2019-05-17T05:28:22Z,2019-05-17T05:28:22Z,6203546,GL_TS_DB_6203546_YYYYMM,Unknown institution, , DEPH TEMP,35.641,10.989,2018-08-29T17:00:00Z
6203547,2019-05-17T05:28:18Z,2019-05-17T05:28:18Z,6203547,GL_TS_DB_6203547_YYYYMM,Unknown institution, , DEPH TEMP,36.6472,5.2224,2018-08-31T23:00:00Z
6203548,2019-12-11T16:22:16Z,2019-12-11T16:22:16Z,6203548,GL_TS_DB_6203548_YYYYMM,Unknown institution, , DEPH TEMP,39.5232,0.8764,2018-07-19T02:00:00Z
6203589,2020-03-29T21:23:27Z,2020-03-29T21:23:27Z,6203589,GL_TS_DB_6203589_YYYYMMDD,Unknown institution, , DEPH TEMP,37.2672,9.8904,2020-03-29T20:00:00Z
6203589,2020-03-17T07:10:53Z,2020-03-17T07:10:53Z,6203589,MO_TS_DC_6203589_YYYYMMDD,SOCIB (Balearic Islands Coastal Observing and Forecasting System),3410, EWCT NSCT DEPH DROGUE_PRESENCE,37.4778,9.7272,2020-03-16T09:00:00Z
62698,2019-05-06T20:10:47Z,2019-05-06T20:10:47Z,62698,GL_TS_DB_62698,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,37.2259,9.2943,2007-07-25T23:00:28Z
62699,2019-05-06T20:10:47Z,2019-05-06T20:10:47Z,62699,GL_TS_DB_62699,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,39.7263,8.449,2007-04-01T12:00:40Z
62722,2019-05-17T06:23:30Z,2019-05-17T06:23:30Z,62722,GL_TS_DB_62722_YYYYMM,Unknown institution, , DEPH TEMP,37.761,-0.399,2016-02-16T13:45:00Z
62771B,2019-05-06T20:17:23Z,2019-05-06T20:17:23Z,62771B,GL_TS_DB_62771B,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,37.3573,10.6973,2011-02-07T05:31:16Z
62772B,2019-05-06T20:17:21Z,2019-05-06T20:17:21Z,62772B,GL_TS_DB_62772B,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,37.1752,10.915,2010-11-20T12:00:16Z
62773B,2019-05-06T20:17:21Z,2019-05-06T20:17:21Z,62773B,GL_TS_DB_62773B,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,32.7196,22.7917,2011-02-08T08:30:16Z
62774B,2019-05-06T20:19:31Z,2019-05-06T20:19:31Z,62774B,GL_TS_DB_62774B,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,43.3505,7.8138,2010-04-24T15:30:40Z
62775B,2019-05-06T20:19:32Z,2019-05-06T20:19:32Z,62775B,GL_TS_DB_62775B,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,43.4239,9.089,2010-05-21T00:30:16Z
62776B,2019-05-06T20:19:33Z,2019-05-06T20:19:33Z,62776B,GL_TS_DB_62776B,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,41.9311,5.8334,2010-07-04T20:01:39Z
62778,2019-05-06T20:19:32Z,2019-05-06T20:19:32Z,62778,GL_TS_DB_62778,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,42.6511,9.6925,2010-07-02T12:30:35Z
62782,2019-05-06T20:19:35Z,2019-05-06T20:19:35Z,62782,GL_TS_DB_62782,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,44.2911,9.3432,2011-04-08T15:00:15Z
62816,2019-05-06T20:22:46Z,2019-05-06T20:22:46Z,62816,GL_TS_DB_62816,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,39.7641,3.3825,2008-12-15T10:30:19Z
62817,2019-05-06T20:22:46Z,2019-05-06T20:22:46Z,62817,GL_TS_DB_62817,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,43.856,10.239,2010-06-22T08:00:00Z
62818,2019-05-06T20:22:46Z,2019-05-06T20:22:46Z,62818,GL_TS_DB_62818,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,37.2209,9.2756,2012-04-30T16:30:16Z
62819,2019-05-06T20:22:47Z,2019-05-06T20:22:47Z,62819,GL_TS_DB_62819,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,39.1791,8.2954,2011-05-15T18:31:26Z
62845,2019-09-28T15:40:14Z,2019-09-28T15:40:14Z,62845,GL_PR_XX_62845,Unknown institution, , PRES TEMP,36.55,-1.5167,2001-10-01T10:30:00Z
62902,2019-05-06T20:26:32Z,2019-05-06T20:26:32Z,62902,GL_TS_DB_62902,Scripps Institution of Oceanography  La Jolla (SIO),1390, DEPH TEMP ATMP ATPT ATMS,37.578,-0.83,2014-07-01T10:33:00Z
62904,2019-05-17T06:29:18Z,2019-05-17T06:29:18Z,62904,GL_TS_DB_62904_YYYYMM,Unknown institution, , DEPH TEMP,36.974,7.774,2015-01-01T03:53:00Z
62905,2019-05-06T20:26:31Z,2019-05-06T20:26:31Z,62905,GL_TS_DB_62905,Unknown institution, , DEPH TEMP ATMP ATPT ATMS,37.645,0.693,2014-06-14T04:27:00Z
62906,2019-05-17T06:29:18Z,2019-05-17T06:29:18Z,62906,GL_TS_DB_62906_YYYYMM,Unknown institution, , DEPH TEMP,38.924,8.867,2015-06-23T05:17:00Z
62907,2019-05-17T06:30:12Z,2019-05-17T06:30:12Z,62907,GL_TS_DB_62907_YYYYMM,Unknown institution, , DEPH TEMP,37.743,7.172,2015-10-12T22:14:00Z
62908,2019-05-06T20:26:33Z,2019-05-06T20:26:33Z,62908,GL_TS_DB_62908,Unknown institution, , DEPH ATMS ATMP PSAL TEMP ATPT,39.694,3.457,2014-08-04T21:50:00Z
62909,2019-05-17T06:31:10Z,2019-05-17T06:31:10Z,62909,GL_TS_DB_62909_YYYYMM,Unknown institution, , DEPH TEMP,39.866,0.99,2015-10-12T22:15:00Z
62910,2019-05-17T06:32:08Z,2019-05-17T06:32:08Z,62910,GL_TS_DB_62910_YYYYMM,Unknown institution, , DEPH TEMP,41.399,9.245,2015-09-21T19:26:00Z
62927,2019-05-17T06:33:06Z,2019-05-17T06:33:06Z,62927,GL_TS_DB_62927_YYYYMM,Unknown institution, , DEPH TEMP,32.411,15.089,2015-04-21T11:35:00Z
62929,2019-05-06T20:26:31Z,2019-05-06T20:26:31Z,62929,GL_TS_DB_62929,Unknown institution, , DEPH ATMS ATMP PSAL TEMP ATPT,37.183,-0.312,2014-08-17T12:02:00Z
62931,2019-05-17T06:34:10Z,2019-05-17T06:34:10Z,62931,GL_TS_DB_62931_YYYYMM,Unknown institution, , DEPH TEMP,32.746,16.672,2015-07-18T06:06:00Z
62932,2019-05-17T06:35:27Z,2019-05-17T06:35:27Z,62932,GL_TS_DB_62932_YYYYMM,Unknown institution, , DEPH TEMP,37.931,12.281,2015-04-06T20:44:00Z
62933,2019-05-06T20:33:17Z,2019-05-06T20:33:17Z,62933,GL_TS_DB_62933,Unknown institution, , DEPH ATMS TEMP,37.533,0.257,2014-06-25T11:00:00Z
62935,2019-05-17T06:36:22Z,2019-05-17T06:36:22Z,62935,GL_TS_DB_62935_YYYYMM,Unknown institution, , DEPH TEMP,32.971,28.72,2015-03-19T23:26:00Z
62936,2019-05-06T20:33:17Z,2019-05-06T20:33:17Z,62936,GL_TS_DB_62936,Unknown institution, , DEPH ATMP ATMS TEMP ATPT,40.707,4.298,2014-09-08T15:25:00Z
62939,2019-05-06T20:33:19Z,2019-05-06T20:33:19Z,62939,GL_TS_DB_62939,Unknown institution, , DEPH TEMP ATMP ATPT ATMS,37.185,4.101,2014-06-05T16:00:00Z
62961A,2019-05-06T20:38:19Z,2019-05-06T20:38:19Z,62961A,GL_TS_DB_62961A,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,37.625,-0.888,2007-01-25T23:00:00Z
62962A,2019-05-06T20:38:19Z,2019-05-06T20:38:19Z,62962A,GL_TS_DB_62962A,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,39.985,4.094,2006-08-01T19:00:00Z
62963A,2019-05-06T20:38:14Z,2019-05-06T20:38:14Z,62963A,GL_TS_DB_62963A,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,39.8288,4.2925,2007-01-03T19:00:45Z
62964A,2019-05-06T20:38:15Z,2019-05-06T20:38:15Z,62964A,GL_TS_DB_62964A,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,39.8971,4.3113,2006-03-10T02:00:11Z
62965A,2019-05-06T20:39:31Z,2019-05-06T20:39:31Z,62965A,GL_TS_DB_62965A,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,39.777,1.1244,2005-12-23T18:01:29Z
62966,2019-05-06T20:39:32Z,2019-05-06T20:39:32Z,62966,GL_TS_DB_62966,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, DEPH TEMP NSCT EWCT,40.0568,4.2402,2006-01-30T11:00:10Z
6300574,2020-03-08T17:27:34Z,2020-03-08T17:27:34Z,6300574,MO_TS_DC_6300574,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,38.54332,17.65206,2014-02-19T12:00:00Z
63564,2019-05-06T21:03:26Z,2019-05-06T21:03:26Z,63564,GL_TS_DB_63564,Unknown institution, , DEPH TEMP,32.536,20.563,2014-08-12T09:00:00Z
63578,2019-05-06T21:10:04Z,2019-05-06T21:10:04Z,63578,GL_TS_DB_63578,Unknown institution, , DEPH TEMP,32.68,20.918,2014-10-06T19:00:00Z
6600506,2020-03-08T17:27:35Z,2020-03-08T17:27:35Z,6600506,MO_TS_DC_6600506,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.14243,11.720328,1998-04-12T03:00:00Z
6600507,2020-03-08T17:27:36Z,2020-03-08T17:27:36Z,6600507,MO_TS_DC_6600507,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.740913,18.203121,1998-03-25T15:00:00Z
6800957,2019-05-15T12:02:24Z,2019-05-15T12:02:24Z,6800957,GL_PR_GL_6800957_YYYYMM,OGS  Istituto Nazionale di Oceanografia e di Geofisica Sperimentale,120, PRES CDOM BBP700 TEMP DOX2 CNDC,41.70964,17.27712,2018-02-16T20:17:07Z
6801500,2019-06-01T12:05:56Z,2019-06-01T12:05:56Z,6801500,GL_PR_GL_6801500_YYYYMM,INSU  Institut National des Sciences de l'Univers,1944, PRES CPHL CDOM BBP700 PSAL TEMP CNDC,43.62101,7.29715,2019-05-14T07:47:22Z
6801501,2019-12-01T13:00:32Z,2019-12-01T13:00:32Z,6801501,GL_PR_GL_6801501_YYYYMM,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054, PRES PSAL TEMP CNDC TEMP_DOXY CPHL CDOM BBP700,34.97853,29.04285,2019-11-14T08:12:46Z
680166,2020-01-27T23:16:38Z,2020-01-27T23:16:38Z,680166,GL_PR_GL_680166,OGS  Istituto Nazionale di Oceanografia e di Geofisica Sperimentale,120, PRES TEMP CNDC PSAL TEMP_DOXY BBP470 BBP700 CPHL,41.56605,17.86066,2014-03-06T02:14:18Z
6801660,2019-05-14T15:29:22Z,2019-05-14T15:29:22Z,6801660,GL_PR_GL_6801660_YYYYMM,Centre for Maritime Research and Experimentation (CMRE),4514, PRES PSAL TEMP CNDC CPHL CDOM BBP532,43.29614,9.91657,2016-06-11T11:21:26Z
6801661,2019-05-14T15:49:37Z,2019-05-14T15:49:37Z,6801661,GL_PR_GL_6801661_YYYYMM,Centre for Maritime Research and Experimentation (CMRE),4514, PRES CNDC PSAL TEMP,43.75898,9.66398,2018-11-03T08:31:01Z
6801662,2019-05-14T15:49:38Z,2019-05-14T15:49:38Z,6801662,GL_PR_GL_6801662_YYYYMM,Centre for Maritime Research and Experimentation (CMRE),4514, PRES CNDC PSAL TEMP,43.7391,9.67184,2018-11-03T08:19:23Z
6801663,2019-05-14T15:49:41Z,2019-05-14T15:49:41Z,6801663,GL_PR_GL_6801663_YYYYMM,Centre for Maritime Research and Experimentation (CMRE),4514, PRES CNDC PSAL TEMP CPHL TUR4,43.85177,9.49152,2017-11-09T10:48:49Z
68422,2020-03-30T01:11:33Z,2020-03-30T01:11:33Z,68422,MO_TS_MO_68422_YYYYMMDD,HELLENIC CENTER FOR MARINE RESEARCH (HCMR),164, DEPH ATMS DRYT FLU2 GDIR GSPD HCDT HCSP PSAL TEMP TUR4 VHM0 VMDR VTM02 VTPK VZMX WDIR WSPD,36.8288,21.6068,2020-03-30T00:00:00Z
68450,2019-05-14T15:54:28Z,2019-05-14T15:54:28Z,68450,GL_PR_GL_68450_YYYYMM,Oceanography Center at University of Cyprus (OC-UCY),711, PRES PSAL TEMP CNDC DOX1,35.86722,28.34468,2019-02-03T09:33:25Z
68451,2020-03-02T11:02:18Z,2020-03-02T11:02:18Z,68451,GL_PR_GL_68451_YYYYMMDD,INSU  Institut National des Sciences de l'Univers,1944, PRES PSAL TEMP CNDC CPHL BBP700 CDOM,43.29273,4.86869,2020-03-01T08:49:16Z
68452,2019-05-11T17:10:05Z,2019-05-11T17:10:05Z,68452,GL_PR_GL_68452_YYYYMM,SOCIB (Spain),3410, PRES CNDC TEMP PSAL,0.00327,0.00327,2016-08-12T06:42:27Z
68453,2020-03-30T01:01:22Z,2020-03-30T01:01:22Z,68453,GL_PR_GL_68453_YYYYMMDD,INSU  Institut National des Sciences de l'Univers,1944, PRES TEMP_DOXY DOX2 PSAL TUR4 CPHL CNDC TEMP,43.47267,7.66954,2020-03-29T21:02:22Z
68455,2019-05-15T12:05:33Z,2019-05-15T12:05:33Z,68455,GL_PR_GL_68455_YYYYMM,INSU  Institut National des Sciences de l'Univers,1944, PRES PSAL TEMP CNDC,43.01966,5.75277,2018-07-19T05:42:18Z
68456,2019-09-14T11:20:07Z,2019-09-14T11:20:07Z,68456,GL_PR_GL_68456,INSU  Institut National des Sciences de l'Univers,1944, PRES PSAL TEMP DOX1 CNDC,43.07756,5.20872,2013-07-28T15:51:12Z
68457,2019-05-11T17:15:59Z,2019-05-11T17:15:59Z,68457,GL_PR_GL_68457_YYYYMM,SOCIB (Spain),3410, PRES TEMP CNDC PSAL,-0.00836,-0.00836,2016-06-23T15:37:40Z
68460,2019-05-10T13:41:28Z,2019-05-10T13:41:28Z,68460,GL_PR_GL_68460,Centre for Maritime Research and Experimentation (CMRE),4514, PRES PSAL TEMP CNDC,43.68585,9.62107,2013-08-14T11:14:39Z
68461,2019-05-10T13:41:37Z,2019-05-10T13:41:37Z,68461,GL_PR_GL_68461,Centre for Maritime Research and Experimentation (CMRE),4514, PRES PSAL TEMP CNDC,43.94501,8.93735,2013-08-14T13:44:49Z
68462,2019-09-14T11:59:33Z,2019-09-14T11:59:33Z,68462,GL_PR_GL_68462,Centre for Maritime Research and Experimentation (CMRE),4514, PRES PSAL CNDC TEMP,43.75885,9.31282,2013-08-14T10:27:39Z
68951,2019-12-17T12:05:36Z,2019-12-17T12:05:36Z,68951,GL_PR_GL_68951_YYYYMM,INSU  Institut National des Sciences de l'Univers,1944, PRES CNDC TEMP BBP470 BBP532 CPHL PSAL,42.54626,5.64047,2015-02-27T15:58:40Z
68952,2019-12-17T12:09:10Z,2019-12-17T12:09:10Z,68952,GL_PR_GL_68952_YYYYMM,INSU  Institut National des Sciences de l'Univers,1944, PRES CNDC TEMP BBP470 BBP532 CPHL PSAL,42.91212,5.77478,2015-05-27T11:18:17Z
68953,2020-02-19T12:01:16Z,2020-02-19T12:01:16Z,68953,GL_PR_GL_68953_YYYYMM,INSU  Institut National des Sciences de l'Univers,1944, PRES CDOM CNDC TUR4 CPHL PSAL TEMP BBP532,43.24729,4.83137,2015-02-26T14:30:11Z
68954,2019-05-11T17:39:50Z,2019-05-11T17:39:50Z,68954,GL_PR_GL_68954_YYYYMM,INSU  Institut National des Sciences de l'Univers,1944, PRES PSAL TEMP CNDC TEMP_DOXY CPHL CDOM BBP700,43.01678,5.75813,2018-10-26T06:29:44Z
68965,2019-09-14T11:59:29Z,2019-09-14T11:59:29Z,68965,GL_PR_GL_68965,SOCIB (Spain),3410, PRES TEMP PSAL CPHL CDOM CNDC DOX2 TEMP_DOXY,39.34564,3.46468,2013-11-29T04:56:42Z
68966,2019-07-20T12:02:37Z,2019-07-20T12:02:37Z,68966,GL_PR_GL_68966_YYYYMM,SOCIB (Spain),3410, PRES CNDC PSAL TEMP TEMP_DOXY CPHL,39.26812,2.27327,2019-06-16T09:50:28Z
68967,2020-03-29T02:01:10Z,2020-03-29T02:01:10Z,68967,GL_PR_GL_68967_YYYYMMDD,SOCIB (Spain),3410, PRES TEMP_DOXY CNDC TEMP PSAL,38.99349,0.4114,2020-03-28T13:16:52Z
68968,2019-10-05T09:24:15Z,2019-10-05T09:24:15Z,68968,GL_PR_GL_68968,SOCIB (Spain),3410, PRES TEMP PSAL CPHL TUR4 CNDC TEMP_DOXY DOX2,37.01288,-0.32583,2014-05-30T13:35:13Z
68969,2019-06-08T09:54:44Z,2019-06-08T09:54:44Z,68969,GL_PR_GL_68969,SOCIB (Spain),3410, PRES TEMP PSAL CPHL CDOM CNDC TEMP_DOXY DOX2,39.36517,3.42694,2013-03-16T08:00:48Z
68972,2020-02-02T15:08:22Z,2020-02-02T15:08:22Z,68972,GL_PR_GL_68972,National Oceanography Centre  Southampton (NOC),17, PRES TEMP CNDC PSAL,43.00401,5.99114,2008-04-15T19:43:36Z
68973,2020-02-02T15:08:22Z,2020-02-02T15:08:22Z,68973,GL_PR_GL_68973,National Oceanography Centre  Southampton (NOC),17, PRES TEMP CNDC PSAL,43.0049,5.99103,2008-04-15T19:01:45Z
68983,2020-02-02T15:08:21Z,2020-02-02T15:08:21Z,68983,GL_PR_GL_68983,National Oceanography Centre  Southampton (NOC),17, PRES TEMP CNDC PSAL,43.00175,5.99116,2008-04-15T20:29:50Z
68997,2020-01-06T12:04:53Z,2020-01-06T12:04:53Z,68997,GL_PR_GL_68997_YYYYMM,SOCIB (Spain),3410, PRES CNDC PSAL TEMP TEMP_DOXY CPHL,39.46875,2.08041,2019-12-17T04:40:33Z
6900087,2019-09-28T15:53:27Z,2019-09-28T15:53:27Z,6900087,GL_PR_XX_6900087,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL,31.28,19.53,2005-09-29T09:41:00Z
6900087,2019-12-04T01:40:08Z,2019-12-04T01:40:08Z,6900087,GL_PR_PF_6900087,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL PRES_ADJUSTED PRES_ADJUSTED_ERROR TEMP_ADJUSTED TEMP_ADJUSTED_ERROR PSAL_ADJUSTED PSAL_ADJUSTED_ERROR,30.797,19.992,2006-03-08T07:17:36Z
6900088,2019-09-28T15:53:27Z,2019-09-28T15:53:27Z,6900088,GL_PR_XX_6900088,Naval Oceanographic Office (NAVO),3577, PRES PSAL TEMP,31.48,33.02,2003-06-02T11:24:00Z
6900089,2019-09-28T15:53:25Z,2019-09-28T15:53:25Z,6900089,GL_PR_XX_6900089,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL,30.99,29.04,2004-04-17T11:23:00Z
6900090,2019-09-28T15:59:44Z,2019-09-28T15:59:44Z,6900090,GL_PR_XX_6900090,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL,32.33,34.72,2003-04-15T10:19:00Z
6900091,2019-09-28T15:59:44Z,2019-09-28T15:59:44Z,6900091,GL_PR_XX_6900091,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL,32.44,33.42,2005-10-29T12:37:00Z
6900091,2019-10-26T07:08:02Z,2019-10-26T07:08:02Z,6900091,GL_PR_PF_6900091,Naval Oceanographic Office (NAVO),3577, PRES PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED TEMP PSAL PRES_ADJUSTED_ERROR TEMP_ADJUSTED_ERROR PSAL_ADJUSTED_ERROR,31.368,33.219,2006-08-10T12:01:45Z
6900092,2019-09-28T15:59:44Z,2019-09-28T15:59:44Z,6900092,GL_PR_XX_6900092,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL,36.48,32.07,2002-08-23T10:21:00Z
6900093,2019-09-28T15:59:44Z,2019-09-28T15:59:44Z,6900093,GL_PR_XX_6900093,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL,34.865,28.15,2003-11-22T12:26:00Z
6900094,2019-09-28T15:59:44Z,2019-09-28T15:59:44Z,6900094,GL_PR_XX_6900094,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL,34.35,34.288,2003-11-14T07:39:00Z
6900095,2019-09-28T15:59:44Z,2019-09-28T15:59:44Z,6900095,GL_PR_XX_6900095,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL,32.078,33.813,2003-11-24T09:14:00Z
6900097,2019-08-31T11:27:24Z,2019-08-31T11:27:24Z,6900097,GL_PR_PF_6900097,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL PRES_ADJUSTED_ERROR TEMP_ADJUSTED_ERROR PSAL_ADJUSTED_ERROR PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED,31.816,31.207,2005-06-19T08:50:37Z
6900098,2019-05-07T17:45:44Z,2019-05-07T17:45:44Z,6900098,GL_PR_PF_6900098,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED,30.964,28.777,2009-04-19T09:32:30Z
6900099,2019-05-07T17:45:44Z,2019-05-07T17:45:44Z,6900099,GL_PR_PF_6900099,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED PRES_ADJUSTED_ERROR TEMP_ADJUSTED_ERROR PSAL_ADJUSTED_ERROR,35.607,35.768,2004-08-20T05:29:21Z
6900100,2019-05-07T17:46:40Z,2019-05-07T17:46:40Z,6900100,GL_PR_PF_6900100,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED PRES_ADJUSTED_ERROR TEMP_ADJUSTED_ERROR PSAL_ADJUSTED_ERROR,31.32,33.945,2005-05-17T08:36:32Z
6900101,2019-09-14T16:45:28Z,2019-09-14T16:45:28Z,6900101,GL_PR_PF_6900101,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL PRES_ADJUSTED_ERROR TEMP_ADJUSTED_ERROR PSAL_ADJUSTED_ERROR PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED,34.526,28.838,2006-06-09T10:43:14Z
6900102,2019-09-28T15:59:44Z,2019-09-28T15:59:44Z,6900102,GL_PR_XX_6900102,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL,32.82,32.7,2008-09-11T13:30:00Z
6900102,2019-05-07T17:46:41Z,2019-05-07T17:46:41Z,6900102,GL_PR_PF_6900102,Naval Oceanographic Office (NAVO),3577, PRES PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED TEMP PSAL,31.513,32.791,2009-10-31T11:14:26Z
6900103,2019-05-07T17:46:41Z,2019-05-07T17:46:41Z,6900103,GL_PR_PF_6900103,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED PRES_ADJUSTED_ERROR TEMP_ADJUSTED_ERROR PSAL_ADJUSTED_ERROR,36.055,33.741,2007-12-05T12:42:35Z
6900105,2019-05-07T17:46:42Z,2019-05-07T17:46:42Z,6900105,GL_PR_PF_6900105,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED PRES_ADJUSTED_ERROR TEMP_ADJUSTED_ERROR PSAL_ADJUSTED_ERROR,31.528,25.503,2005-08-05T08:07:28Z
6900107,2019-05-07T17:46:42Z,2019-05-07T17:46:42Z,6900107,GL_PR_PF_6900107,Naval Oceanographic Office (NAVO),3577, PRES TEMP PSAL TEMP_ADJUSTED PSAL_ADJUSTED PRES_ADJUSTED,35.399,33.558,2012-04-12T22:52:27Z
6900116,2019-05-07T17:46:44Z,2019-05-07T17:46:44Z,6900116,GL_PR_PF_6900116,Naval Oceanographic Office (NAVO),3577, PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED PRES_ADJUSTED_ERROR TEMP_ADJUSTED_ERROR PSAL_ADJUSTED_ERROR,37.75,2.893,2014-01-31T19:24:52Z
